evm.model.scaffold1.3303	A0A8V1AK09	71.041	221	60	1	1	221	295	511	2.38e-102	321
evm.model.scaffold1.724	A0A669PQ11	91.119	563	50	0	31	593	1	563	0.0	1000
evm.model.scaffold1.1752	A0A8C2SLP0	84.171	398	39	1	7	380	374	771	0.0	669
evm.model.scaffold1.3519	A0A803YRX7	89.706	68	7	0	41	108	1	68	1.05e-31	129
evm.model.scaffold1.2297	A0A669PJI6	82.550	149	25	1	31	178	263	411	1.60e-79	251
evm.model.scaffold1.3040	A0A669QQ90	72.174	115	32	0	1	115	37	151	1.93e-52	176
evm.model.scaffold1.3766	A0A8C2Y7U6	71.569	204	30	9	1	180	72	271	1.56e-79	249
evm.model.scaffold1.658	A0A669PFH5	99.375	320	2	0	1	320	1	320	0.0	651
evm.model.scaffold1.3000	A0A8C2TI37	87.349	166	21	0	11	176	129	294	4.49e-98	295
evm.model.scaffold1.568	A0A091FKS9	98.971	486	5	0	1	486	1	486	0.0	1008
evm.model.scaffold1.3234	A0A3M0KWE3	98.701	77	1	0	16	92	47	123	6.28e-48	157
evm.model.scaffold1.969	A0A8C2Y7U6	58.659	179	67	4	4	177	31	207	3.77e-52	179
evm.model.scaffold1.2469	A0A8V0XDC6	96.928	1888	28	4	1	1887	1	1859	0.0	3724
evm.model.scaffold1.3343	A0A8B9BFD7	58.824	136	29	2	1	135	302	411	7.66e-42	153
evm.model.scaffold1.720	A0A669P879	94.819	386	20	0	14	399	20	405	0.0	777
evm.model.scaffold1.26	A0A8C2TED6	91.571	261	22	0	63	323	105	365	1.51e-169	484
evm.model.scaffold1.3007	A0A226MTF4	98.847	347	4	0	1	347	1	347	0.0	711
evm.model.scaffold1.1755	A0A8V0YA41	88.000	125	15	0	83	207	38	162	1.59e-69	225
evm.model.scaffold1.521	A0A2P4TEM2	100.000	254	0	0	18	271	57	310	0.0	532
evm.model.scaffold1.3084	A0A8C3M6L1	77.949	195	10	1	1	162	56	250	1.34e-99	303
evm.model.scaffold1.263	A0A015LEP5	55.357	112	49	1	30	141	142	252	1.66e-14	82.0
evm.model.scaffold1.2656	A0A8V0YG44	77.949	195	43	0	178	372	103	297	7.88e-98	320
evm.model.scaffold1.3316	A0A2I0US12	56.322	87	35	1	15	98	22	108	2.63e-21	100
evm.model.scaffold1.201	A0A669QIT1	99.482	579	3	0	35	613	30	608	0.0	1207
evm.model.scaffold1.2159	A0A8C3LN88	97.222	108	3	0	1	108	1	108	1.03e-69	221
evm.model.scaffold1.3491	A0A8V0Y018	95.527	1319	57	2	1	1317	1	1319	0.0	2539
evm.model.scaffold1.3598	A0A669R0I5	87.879	132	16	0	1	132	234	365	8.02e-76	241
evm.model.scaffold1.1338	A0A669PL67	93.421	152	10	0	1	152	207	358	1.49e-93	285
evm.model.scaffold1.3809	A0A803XKJ8	97.959	98	2	0	1	98	1	98	5.20e-61	190
evm.model.scaffold1.3047	A0A226NS46	99.612	258	1	0	1	258	1	258	0.0	540
evm.model.scaffold1.2290	A0A226PL67	99.804	511	1	0	31	541	25	535	0.0	1065
evm.model.scaffold1.1982	A0A8B9T7Z0	65.368	231	80	0	1	231	73	303	1.23e-101	310
evm.model.scaffold1.2579	A0A8K1GML5	98.818	423	5	0	1	423	1	423	0.0	786
evm.model.scaffold1.2585	A0A8C2TDT3	97.313	335	9	0	1	335	77	411	0.0	680
evm.model.scaffold1.1345	A0A2I0UD61	68.966	116	36	0	8	123	2	117	2.34e-49	162
evm.model.scaffold1.862	A0A8C9F080	97.639	466	11	0	34	499	2	467	0.0	932
evm.model.scaffold1.3794	A0A803XKJ8	97.959	98	2	0	1	98	1	98	5.20e-61	190
evm.model.scaffold1.2737	A0A803YK49	85.542	249	35	1	1	248	1	249	2.00e-146	422
evm.model.scaffold1.1305	A0A8V0Y549	98.088	889	16	1	62	949	52	940	0.0	1798
evm.model.scaffold1.2663	A0A8C9FFV8	91.489	329	1	1	1	329	1	302	0.0	588
evm.model.scaffold1.1326	A0A2I0UM60	66.667	123	41	0	1	123	1	123	5.79e-51	168
evm.model.scaffold1.1490	A0A7K9Z0K2	100.000	88	0	0	1	88	3	90	2.13e-53	171
evm.model.scaffold1.1985	A0A8C9F0A5	98.689	305	4	0	1	305	1	305	0.0	614
evm.model.scaffold1.1041	A0A803YFU1	88.318	214	21	2	1	210	198	411	1.20e-126	373
evm.model.scaffold1.2730	A0A1D5P263	100.000	229	0	0	1	229	1	229	2.93e-169	474
evm.model.scaffold1.2582	A0A2P4SYU4	59.770	87	25	1	24	110	13	89	4.67e-22	97.8
evm.model.scaffold1.2376	A0A8C2TED6	91.228	171	15	0	1	171	195	365	1.52e-105	316
evm.model.scaffold1.1497	A0A2I0TAZ4	57.798	109	44	1	6	114	5	111	6.11e-32	119
evm.model.scaffold1.1342	A0A2I0URY3	65.476	84	29	0	9	92	3	86	2.92e-29	112
evm.model.scaffold1.307	Q6S5B0	90.722	97	9	0	1	97	78	174	1.87e-54	181
evm.model.scaffold1.1979	A0A2I0TAP2	69.333	75	21	1	1	73	54	128	7.94e-25	106
evm.model.scaffold1.3753	A0A8V0XYT9	97.372	1294	20	1	1	1294	273	1552	0.0	2596
evm.model.scaffold1.1302	A0A093BP58	83.117	231	35	2	685	911	1	231	6.22e-125	387
evm.model.scaffold1.1529	A0A669PA49	94.715	984	52	0	150	1133	2	985	0.0	1871
evm.model.scaffold1.1269	A0A8C2SLP0	89.172	628	66	1	1	628	132	757	0.0	1139
evm.model.scaffold1.1001	A0A8C3PW46	79.545	44	9	0	2	45	306	349	1.18e-13	75.9
evm.model.scaffold1.2823	A0A669QUR1	93.458	214	14	0	1	214	293	506	5.71e-140	410
evm.model.scaffold1.2545	A0A803XZ58	99.390	492	3	0	1	492	1	492	0.0	1016
evm.model.scaffold1.2734	A0A8V0XMS9	95.388	412	14	2	1	407	1	412	0.0	754
evm.model.scaffold1.1453	A0A669R0I5	92.135	178	14	0	210	387	234	411	7.65e-109	335
evm.model.scaffold1.1385	A0A803YK49	84.768	151	23	0	1	151	141	291	2.89e-80	251
evm.model.scaffold1.2812	A0A091M5Z1	58.228	79	27	1	3	81	150	222	9.19e-18	85.1
evm.model.scaffold1.1942	A0A8V0X8R5	99.780	911	2	0	1	911	1	911	0.0	1856
evm.model.scaffold1.1902	A0A8V0YIK6	77.186	263	57	1	46	305	4	266	1.12e-135	399
evm.model.scaffold1.2526	A0A8C2TED6	91.639	299	25	0	1	299	67	365	0.0	558
evm.model.scaffold1.2266	A0A8V0XA53	98.441	449	7	0	46	494	1841	2289	0.0	895
evm.model.scaffold1.817	A0A8C2YC43	99.328	744	5	0	1	744	93	836	0.0	1536
evm.model.scaffold1.2505	A0A8C2TBC7	99.257	269	2	0	1	269	1	269	0.0	551
evm.model.scaffold1.886	A0A8C9FBR6	96.647	835	28	0	1	835	1	835	0.0	1678
evm.model.scaffold1.1231	A0A669QUR1	90.435	115	11	0	1	115	392	506	1.43e-65	215
evm.model.scaffold1.3797	A0A2I0TE45	39.080	174	83	1	31	181	56	229	2.81e-26	109
evm.model.scaffold1.907	A0A8C3LJQ9	89.698	398	41	0	1	398	161	558	0.0	738
evm.model.scaffold1.483	A0A8V0XEE6	96.409	1281	43	2	1	1280	1	1279	0.0	2562
evm.model.scaffold1.2542	A0A669QXZ2	99.183	734	6	0	1	734	4	737	0.0	1504
evm.model.scaffold1.2815	A0A2I0U7Z7	47.396	192	72	6	8	174	140	327	8.56e-31	129
evm.model.scaffold1.1382	Q6X895	98.598	428	4	2	1	426	1	428	0.0	816
evm.model.scaffold1.1576	A0A8V0Y9C9	78.846	52	11	0	32	83	18	69	2.12e-20	87.0
evm.model.scaffold1.3790	A0A8V0Y744	92.152	395	31	0	1	395	39	433	0.0	758
evm.model.scaffold1.1945	A0A8V0XT59	90.426	94	9	0	130	223	70	163	1.88e-50	175
evm.model.scaffold1.48	A0A8V1AD74	93.708	747	47	0	1	747	1	747	0.0	1441
evm.model.scaffold1.1081	A0A2I0T5L5	74.390	82	21	0	1	82	15	96	3.11e-34	122
evm.model.scaffold1.1873	A0A2I0UM35	67.857	56	18	0	2	57	54	109	2.42e-17	82.4
